"questionName" "variableName" "questionType" "subType" "questionText" "choiceValue" "choiceText" "include_database" "include_report" "stratified" "short_name" "Sidsel" "question_group" "converted_binary" "question_name_short" "question_number" "question_integer" "sort_order" "person_type"
"s_123" "s_123" "Closed" "Single" "16.1 Hvis ikke du blev inddraget, som du ønskede, var det da mere eller mindre, end du havde lyst til?" NA "" "1" "0" "0" NA NA "" NA "Inddraget for lidt eller for meget" "16.1" "16" 36 "paar"
"s_58" "s_58" "Closed" "Single" "17. Fik du som pårørende tilstrækkelig støtte fra din egen og/eller den hjertesyges praktiserende læge? Med støtte menes både information, rådgivning og behandling." NA "" "1" "0" "0" NA NA "" NA "Utilstrækkelig støtte fra egen læge" "17." "17" 37 "paar"
"s_87" "s_87" "Closed" "Single" "18. Blev du i forbindelse med den hjertesyges hjertesygdom tilbudt følgende? Sæt ét kryds i hver linje - Samtaler med en psykolog" NA "" "1" "1" "0" NA NA "s_87" "1" "Ikke tilbudt samtaler med psykolog" "18." "18" 38 "paar"
"s_87" "s_88" "Closed" "Single" "18. Blev du i forbindelse med den hjertesyges hjertesygdom tilbudt følgende? Sæt ét kryds i hver linje - Samtalegrupper med andre pårørende" NA "" "1" "1" "0" NA NA "s_87" "1" "Ikke tilbudt pårørendesamtalegruppe" "18." "18" 39 "paar"
"s_87" "s_89" "Closed" "Single" "18. Blev du i forbindelse med den hjertesyges hjertesygdom tilbudt følgende? Sæt ét kryds i hver linje - Samtaler med socialrådgiver (om dine muligheder, rettigheder som pårørende ift. arbejdsmarked, støtte, indsigt m.m.)" NA "" "1" "1" "0" NA NA "s_87" "1" "Ikke tilbudt samtale med socialrådgiver" "18." "18" 40 "paar"
"s_87" "s_90" "Closed" "Single" "18. Blev du i forbindelse med den hjertesyges hjertesygdom tilbudt følgende? Sæt ét kryds i hver linje - Rådgivning eller kurser om kost, motion, medicin, sygdommen, rollen som pårørende, sex og samliv, psykiske reaktioner m.m." NA "" "1" "1" "0" NA NA "s_87" "1" "Ikke tilbudt rådgivning om hjertesygdommen, medicin, livsstil m.m." "18." "18" 41 "paar"
"s_87" "s_91" "Closed" "Single" "18. Blev du i forbindelse med den hjertesyges hjertesygdom tilbudt følgende? Sæt ét kryds i hver linje - Aflastning ift. praktiske opgaver" NA "" "1" "1" "0" NA NA "s_87" "1" "Ikke tilbudt aflastning" "18." "18" 42 "paar"
"s_87" "s_110" "Closed" "Single" "18. Blev du i forbindelse med den hjertesyges hjertesygdom tilbudt følgende? Sæt ét kryds i hver linje - Individuel samtale med anden pårørende" NA "" "1" "1" "0" NA NA "s_87" "1" "Ikke tilbudt samtale med anden pårørende" "18." "18" 43 "paar"
"s_124" "s_124" "Closed" "Single" "18.1 Hvordan vil du vurdere kvaliteten af tilbuddene? - Samtaler med en psykolog" NA "" "1" "1" "0" NA NA "s_124" "1" "Kvaliteten af samtale med psykolog" "18.1" "18" 44 "paar"
"s_124" "s_125" "Closed" "Single" "18.1 Hvordan vil du vurdere kvaliteten af tilbuddene? - Samtalegrupper med andre pårørende" NA "" "1" "1" "0" NA NA "s_124" "1" "Kvaliteten af pårørendesamtalegruppe" "18.1" "18" 45 "paar"
"s_124" "s_126" "Closed" "Single" "18.1 Hvordan vil du vurdere kvaliteten af tilbuddene? - Samtaler med socialrådgiver (om dine muligheder og rettigheder som pårørende ift. arbejdsmarked, støtte og indsigt m.m.)" NA "" "1" "1" "0" NA NA "s_124" "1" "Kvaliteten af samtale med socialrådgiver" "18.1" "18" 46 "paar"
"s_124" "s_127" "Closed" "Single" "18.1 Hvordan vil du vurdere kvaliteten af tilbuddene? - Rådgivning eller kurser om kost, motion, medicin, sygdommen, rollen som pårørende, sex og samliv, psykiske reaktioner m.m." NA "" "1" "1" "0" NA NA "s_124" "1" "Kvaliteten af rådgivning om hjertesygdommen, medicin, livsstil m.m." "18.1" "18" 47 "paar"
"s_124" "s_128" "Closed" "Single" "18.1 Hvordan vil du vurdere kvaliteten af tilbuddene? - Aflastning ift. praktiske opgaver" NA "" "1" "1" "0" NA NA "s_124" "1" "Kvaliteten af aflastning" "18.1" "18" 48 "paar"
"s_124" "s_129" "Closed" "Single" "18.1 Hvordan vil du vurdere kvaliteten af tilbuddene? - Individuel samtale med andre pårørende" NA "" "1" "1" "0" NA NA "s_124" "1" "Kvaliteten af samtale med anden pårørende" "18.1" "18" 49 "paar"
"s_92" "s_92" "Closed" "Single" "19. Savnede du information om, hvor du som pårørende kunne få hjælp og støtte? " NA "" "1" "1" "1" NA NA "" NA "Savnede information om pårørendehjælp" "19." "19" 50 "paar"
"s_19" "s_19" "Closed" "Single" "20. Var du i arbejde, da den hjertesyge blev syg? Arbejde inkluderer her også deltidsarbejde, fleksjob eller barsel." NA "" "1" "0" "0" NA NA "" NA "I arbejde" "20." "20" 51 "paar"
"s_20" "s_20_1" "Closed" "Multiple" "20.1 Har din arbejdssituation ændret sig som følge af din rolle som pårørende til den hjertesyge? Sæt ét eller flere kryds" "1" "Ja, jeg er blevet fyret" "1" "1" "0" NA NA "" NA "Ændret arbejdssituation" "20.1" "20" 52 "paar"
"s_20" "s_20_2" "Closed" "Multiple" "20.1 Har din arbejdssituation ændret sig som følge af din rolle som pårørende til den hjertesyge? Sæt ét eller flere kryds" "2" "Ja, jeg har måttet stoppe med at arbejde i en periode" "1" "1" "0" NA NA "" NA "Ændret arbejdssituation" "20.1" "20" 53 "paar"
"s_20" "s_20_3" "Closed" "Multiple" "20.1 Har din arbejdssituation ændret sig som følge af din rolle som pårørende til den hjertesyge? Sæt ét eller flere kryds" "3" "Ja, jeg er holdt op med at arbejde" "1" "1" "0" NA NA "" NA "Ændret arbejdssituation" "20.1" "20" 54 "paar"
"s_20" "s_20_4" "Closed" "Multiple" "20.1 Har din arbejdssituation ændret sig som følge af din rolle som pårørende til den hjertesyge? Sæt ét eller flere kryds" "4" "Ja, jeg har skiftet arbejde/karrierevej" "1" "1" "0" NA NA "" NA "Ændret arbejdssituation" "20.1" "20" 55 "paar"
"s_20" "s_20_5" "Closed" "Multiple" "20.1 Har din arbejdssituation ændret sig som følge af din rolle som pårørende til den hjertesyge? Sæt ét eller flere kryds" "5" "Ja, jeg har fået færre arbejdstimer om ugen" "1" "1" "0" NA NA "" NA "Ændret arbejdssituation" "20.1" "20" 56 "paar"
"s_20" "s_20_6" "Closed" "Multiple" "20.1 Har din arbejdssituation ændret sig som følge af din rolle som pårørende til den hjertesyge? Sæt ét eller flere kryds" "6" "Ja, jeg har fået andre andre arbejdsopgaver end tidligere." "1" "1" "0" NA NA "" NA "Ændret arbejdssituation" "20.1" "20" 57 "paar"
"s_20" "s_20_7" "Closed" "Multiple" "20.1 Har din arbejdssituation ændret sig som følge af din rolle som pårørende til den hjertesyge? Sæt ét eller flere kryds" "7" "Nej, min arbejdssituation er den samme" "1" "1" "0" NA NA "" NA "Ændret arbejdssituation" "20.1" "20" 58 "paar"
"s_20" "s_20_8" "Closed" "Multiple" "20.1 Har din arbejdssituation ændret sig som følge af din rolle som pårørende til den hjertesyge? Sæt ét eller flere kryds" "8" "Andet" "1" "1" "0" NA NA "" NA "Ændret arbejdssituation" "20.1" "20" 59 "paar"
"s_1" "s_1" "Open" "String" "1. Hvor gammel er du" NA "" "1" "0" "0" NA NA "" NA "" "1." "1" 60 "paar"
"s_22" "s_22" "Closed" "Single" "20.2 Kunne du få fri, orlov eller lignende i det omfang, det har været nødvendigt? Fx til at deltage i samtaler/undersøgelser/behandling på sygehuset, hos egen læge eller i kommunen." NA "" "1" "0" "0" NA NA "" NA "Kunne ikke få fri" "20.2" "20" 61 "paar"
"s_23" "s_23_1" "Closed" "Multiple" "20.2.1 Hvad gjorde det muligt for dig at få fri? Sæt ét eller flere krydser" "1" "Jeg brugte opsparede feriedage eller feriefridage" "1" "0" "0" NA NA "" NA "Brugte ferie på at få fri" "20.2.1" "20" 62 "paar"
"s_23" "s_23_2" "Closed" "Multiple" "20.2.1 Hvad gjorde det muligt for dig at få fri? Sæt ét eller flere krydser" "2" "Jeg arbejdede mere på andre tidspunkter eller brugte opsparet afspadsering" "1" "0" "0" NA NA "" NA "Brugte afspadsering for at få fri" "20.2.1" "20" 63 "paar"
"s_23" "s_23_3" "Closed" "Multiple" "20.2.1 Hvad gjorde det muligt for dig at få fri? Sæt ét eller flere krydser" "3" "Jeg holdt fri/orlov med fuld løn" "1" "0" "0" NA NA "" NA "Fik fri med fuld løn" "20.2.1" "20" 64 "paar"
"s_23" "s_23_4" "Closed" "Multiple" "20.2.1 Hvad gjorde det muligt for dig at få fri? Sæt ét eller flere krydser" "4" "Jeg holdt fri/orlov med lønnedgang" "1" "0" "0" NA NA "" NA "Fik fri med lønnedgang" "20.2.1" "20" 65 "paar"
"s_23" "s_23_5" "Closed" "Multiple" "20.2.1 Hvad gjorde det muligt for dig at få fri? Sæt ét eller flere krydser" "5" "Jeg byttede vagt med en anden" "1" "0" "0" NA NA "" NA "Byttede vagt for at få fri" "20.2.1" "20" 66 "paar"
"s_23" "s_23_6" "Closed" "Multiple" "20.2.1 Hvad gjorde det muligt for dig at få fri? Sæt ét eller flere krydser" "7" "Andet - skriv venligst:" "1" "0" "0" NA NA "" NA "Gjorde andet for at få fri" "20.2.1" "20" 67 "paar"
"s_2" "s_2" "Open" "String" "20.2.1 Hvad gjorde det muligt for dig at få fri? Sæt ét eller flere krydser - Andet - skriv venligst:" NA "" "1" "0" "0" NA NA "" NA "" "20.2.1" "20" 68 "paar"
"s_112" "s_112" "Closed" "Single" "20.3 Har du på noget tidspunkt måttet sygemelde dig på grund af din rolle som pårørende til en hjertesyg?" NA "" "1" "1" "1" NA NA "" NA "Sygemeldt pga. pårørenderolle" "20.3" "20" 69 "paar"
"s_25" "s_25" "Closed" "Single" "20.4 Gjorde hjertesygdommen, at du måtte forsømme arbejdet så meget, at det gav dig problemer på arbejdspladsen? Her tænkes på problemer, som både kan skyldes manglende fysisk og psykisk tilstedeværelse." NA "" "1" "1" "1" NA NA "" NA "Forsømmelse af arbejdet gav problemer" "20.4" "20" 70 "paar"
"s_27" "s_27" "Closed" "Single" "21. Hvis du ikke allerede er gået ned i arbejdstid eller har forladt arbejdsmarkedet, har du så overvejet at gøre det på grund af din rolle som pårørende til en hjertesyg?" NA "" "1" "0" "0" NA NA "" NA "Overvejer at gå ned i tid pga. hjertesygdommen" "21." "21" 71 "paar"
"s_26" "s_26" "Closed" "Single" "22. Oplevede du negative økonomiske konsekvenser af at være pårørende til en hjertesyg? Her tænkes fx på lønnedgang og udgifter relateret til fx medicin, indkøb, transport og lignende." NA "" "1" "0" "0" NA NA "" NA "Negative økonomiske konsekvenser af hjertesygdom" "22." "22" 72 "paar"
"s_207" "s_207" "Closed" "Single" "23. Hvordan synes du, dit helbred er alt i alt?" NA "" "1" "1" "1" NA NA "" NA "Dårligt helbred" "23." "23" 73 "paar"
"s_61" "s_61" "Closed" "Single" "24. Hvor ofte inden for de seneste fire uger... Sæt ét kryds i hver linje - Er du vågnet flere gange og har haft svært ved at falde i søvn igen?" NA "" "1" "0" "0" NA NA "" NA "Vågnet og svært ved at sove" "24." "24" 74 "paar"
"s_62" "s_62" "Closed" "Single" "24. Hvor ofte inden for de seneste fire uger... Sæt ét kryds i hver linje - Har du følt, at du ikke var udhvilet, når du vågende?" NA "" "1" "0" "0" NA NA "" NA "Ikke udhvilet" "24." "24" 75 "paar"
"s_63" "s_63" "Closed" "Single" "24. Hvor ofte inden for de seneste fire uger... Sæt ét kryds i hver linje - Har du følt dit træt i løbet af dagen?" NA "" "1" "0" "0" NA NA "" NA "Træt i løbet af dagen" "24." "24" 76 "paar"
"s_174" "s_174" "Closed" "Single" "25. Er du i forbindelse med den hjertesyges sygdom bekymret for følgende? Sæt ét kryds i hver linje - Om den hjertesyge får/fik den rette behandling" NA "" "1" "1" "0" NA NA "s_174" "1" "Bekymret for om hjertepatientens får den rette behandling" "25." "25" 77 "paar"
"s_174" "s_175" "Closed" "Single" "25. Er du i forbindelse med den hjertesyges sygdom bekymret for følgende? Sæt ét kryds i hver linje - Om hjertesygdommen forværres" NA "" "1" "1" "0" NA NA "s_174" "1" "Bekymret for om hjertesygdommen forværres" "25." "25" 78 "paar"
"s_174" "s_176" "Closed" "Single" "25. Er du i forbindelse med den hjertesyges sygdom bekymret for følgende? Sæt ét kryds i hver linje - Om den hjertesyge bekymrer sig" NA "" "1" "1" "0" NA NA "s_174" "1" "Bekymret for om hjertepatienten bekymrer sig" "25." "25" 79 "paar"
"s_174" "s_177" "Closed" "Single" "25. Er du i forbindelse med den hjertesyges sygdom bekymret for følgende? Sæt ét kryds i hver linje - Hvordan fremtiden ser ud" NA "" "1" "1" "0" NA NA "s_174" "1" "Bekymret for fremtiden" "25." "25" 80 "paar"
"s_174" "s_178" "Closed" "Single" "25. Er du i forbindelse med den hjertesyges sygdom bekymret for følgende? Sæt ét kryds i hver linje - Hvordan du får talt med den hjertesyge om sygdommen" NA "" "1" "1" "0" NA NA "s_174" "1" "Bekymret for snak med hjertepatienten om sygdommen" "25." "25" 81 "paar"
"s_174" "s_179" "Closed" "Single" "25. Er du i forbindelse med den hjertesyges sygdom bekymret for følgende? Sæt ét kryds i hver linje - Om du er der, hvis hjertesygdommen akut forværres" NA "" "1" "1" "0" NA NA "s_174" "1" "Bekymret for ikke at være der ved forværring af hjertesygdommen" "25." "25" 82 "paar"
"s_174" "s_180" "Closed" "Single" "25. Er du i forbindelse med den hjertesyges sygdom bekymret for følgende? Sæt ét kryds i hver linje - Om du kan holde til det fysisk og psykisk" NA "" "1" "1" "0" NA NA "s_174" "1" "Bekymret for at kunne holde til det fysisk og psykisk" "25." "25" 83 "paar"
"s_95" "s_95" "Closed" "Single" "26. Hvor ofte sker det... - At du føler dig isoleret fra andre?" NA "" "0" "0" "0" NA NA "" NA "Ensomhed" "26." "26" 84 "paar"
"s_96" "s_96" "Closed" "Single" "26. Hvor ofte sker det... - At du savner nogen at være sammen med?" NA "" "0" "0" "0" NA NA "" NA "Ensomhed" "26." "26" 85 "paar"
"s_97" "s_97" "Closed" "Single" "26. Hvor ofte sker det... - At du føler dig holdt udenfor?" NA "" "0" "0" "0" NA NA "" NA "Ensomhed" "26." "26" 86 "paar"
"s_64" "s_64" "Closed" "Single" "27. I de seneste 2 uger... Sæt ét kryds i hver linje - Har jeg været glad og i godt humør" NA "" "0" "0" "0" NA NA "" NA "Trivsel" "27." "27" 87 "paar"
"s_143" "s_143" "Closed" "Single" "27. I de seneste 2 uger... Sæt ét kryds i hver linje - Har jeg følt mig rolig og afslappet" NA "" "0" "0" "0" NA NA "" NA "Trivsel" "27." "27" 88 "paar"
"s_144" "s_144" "Closed" "Single" "27. I de seneste 2 uger... Sæt ét kryds i hver linje - Har jeg følt mig aktiv og energisk" NA "" "0" "0" "0" NA NA "" NA "Trivsel" "27." "27" 89 "paar"
"s_145" "s_145" "Closed" "Single" "27. I de seneste 2 uger... Sæt ét kryds i hver linje - Er jeg vågnet frisk og udhvilet" NA "" "0" "0" "0" NA NA "" NA "Trivsel" "27." "27" 90 "paar"
"s_146" "s_146" "Closed" "Single" "27. I de seneste 2 uger... Sæt ét kryds i hver linje - Har min dagligdag været fyldt med ting, der interesserer mig" NA "" "0" "0" "0" NA NA "" NA "Trivsel" "27." "27" 91 "paar"
"s_147" "s_147" "Closed" "Single" "28. Hvor stor en del af tiden i de seneste 2 uger har du... Sæt ét kryds i hver linje - Følt dig trist til mode, ked af det?" NA "" "0" "0" "0" NA NA "" NA "" "28." "28" 92 "paar"
"s_148" "s_148" "Closed" "Single" "28. Hvor stor en del af tiden i de seneste 2 uger har du... Sæt ét kryds i hver linje - Manglet interesse for dine daglige gøremål?" NA "" "0" "0" "0" NA NA "" NA "" "28." "28" 93 "paar"
"s_149" "s_149" "Closed" "Single" "29. Hvor stor en del af tiden i de seneste 2 uger har du... Sæt ét kryds i hver linje - Været nervøs, anspændt eller følt indre uro?" NA "" "0" "1" "0" NA NA "" NA "" "29." "29" 94 "paar"
"s_150" "s_150" "Closed" "Single" "29. Hvor stor en del af tiden i de seneste 2 uger har du... Sæt ét kryds i hver linje - Været meget bekymret over selv de mindste ting i din dagligdag?" NA "" "0" "1" "1" NA NA "" NA "" "29." "29" 95 "paar"
"s_181" "s_181" "Closed" "Single" "30. Jeg har følt mig anspændt eller stresset" NA "" "0" "0" "0" NA NA "" NA "Symptomer på angst" "30." "30" 96 "paar"
"s_182" "s_182" "Closed" "Single" "31. Jeg har fortsat fundet glæde ved det, jeg plejede at glæde mig over" NA "" "0" "0" "0" NA NA "" NA "Symptomer på depression" "31." "31" 97 "paar"
"s_183" "s_183" "Closed" "Single" "32. Jeg har haft en slags forskrækket følelse, som om noget frygteligt var ved at ske" NA "" "0" "0" "0" NA NA "" NA "Symptomer på angst" "32." "32" 98 "paar"
"s_184" "s_184" "Closed" "Single" "33. Jeg har kunnet le og se det morsomme i mange ting" NA "" "0" "0" "0" NA NA "" NA "Symptomer på depression" "33." "33" 99 "paar"
"s_185" "s_185" "Closed" "Single" "34. Jeg har haft bekymrende tanker, der er faret igennem hovedet på mig" NA "" "0" "0" "0" NA NA "" NA "Symptomer på angst" "34." "34" 100 "paar"
"s_186" "s_186" "Closed" "Single" "35. Jeg har følt mig i godt humør" NA "" "0" "0" "0" NA NA "" NA "Symptomer på depression" "35." "35" 101 "paar"
"s_187" "s_187" "Closed" "Single" "36. Jeg har kunnet sidde behageligt og føle mig afslappet" NA "" "0" "0" "0" NA NA "" NA "Symptomer på angst" "36." "36" 102 "paar"
"s_188" "s_188" "Closed" "Single" "37. Jeg har følt det, som om jeg fungerede langsommere" NA "" "0" "0" "0" NA NA "" NA "Symptomer på depression" "37." "37" 103 "paar"
"s_189" "s_189" "Closed" "Single" "38. Jeg har en slags forskrækket følelse, som om jeg havde \"\"sommerfugle\"\" i maven" NA "" "0" "0" "0" NA NA "" NA "Symptomer på angst" "38." "38" 104 "paar"
"s_190" "s_190" "Closed" "Single" "39. Jeg har mistet interessen for mit udseende" NA "" "0" "0" "0" NA NA "" NA "Symptomer på depression" "39." "39" 105 "paar"
"s_191" "s_191" "Closed" "Single" "40. Jeg har følt mig rastløs, som om jeg skulle bevæge mig hele tiden" NA "" "0" "0" "0" NA NA "" NA "Symptomer på angst" "40." "40" 106 "paar"
"s_192" "s_192" "Closed" "Single" "41. Jeg har med glæde set frem til det, jeg skulle lave" NA "" "0" "0" "0" NA NA "" NA "Symptomer på depression" "41." "41" 107 "paar"
"s_193" "s_193" "Closed" "Single" "42. Jeg er pludselig blevet grebet af panik" NA "" "0" "0" "0" NA NA "" NA "Symptomer på angst" "42." "42" 108 "paar"
"s_194" "s_194" "Closed" "Single" "43. Jeg har kunnet glæde mig over en god bog eller et godt radio- eller TV-program" NA "" "0" "0" "0" NA NA "" NA "Symptomer på depression" "43." "43" 109 "paar"
"s_47" "s_47" "Closed" "Single" "44. Har hjertesygdommen haft negativ betydning for nærværet mellem dig og din hjertesyge partner?" NA "" "1" "0" "0" NA NA "" NA "Negativ betydning for nærvær" "44." "44" 110 "paar"
"s_48" "s_48" "Closed" "Single" "45. Har hjertesygdommen haft negativ betydning for jeres sexliv?" NA "" "1" "1" "1" NA NA "" NA "Negativ betydning for sexliv" "45." "45" 111 "paar"
"s_49" "s_49" "Closed" "Single" "46. Har du på grund af hjertesygdommen været nervøs for at have sex med den hjertesyge?" NA "" "1" "0" "0" NA NA "" NA "Nervøs for sex" "46." "46" 112 "paar"
"s_208" "s_208" "Closed" "Single" "47. Har du under corona-pandemien fået den nødvendige information, så du vidste, hvad du skulle gøre, og ikke gøre, i forhold til at beskytte din hjertesyge pårørende mod smitte med corona-virus? Fx fra myndighederne, sundhedsvæsenet eller Hjerteforeningen." NA "" "1" "1" "1" NA NA "" NA "Utilstrækkelig information i fht. at beskytte hjertepatienten mod corona" "47." "47" 113 "paar"
"s_209" "s_209" "Closed" "Single" "48. I hvor høj grad oplever du følgende som følge af corona-pandemien? Sæt ét kryds i hver linje - Bekymringer som følge af corona-pandemien er begyndt at styre mit liv" NA "" "1" "1" "0" NA NA "s_209" "1" "Bekymringer pga. corona styrer mit liv" "48." "48" 114 "paar"
"s_209" "s_210" "Closed" "Single" "48. I hvor høj grad oplever du følgende som følge af corona-pandemien? Sæt ét kryds i hver linje - Jeg undgår nødvendig kontakt med læge eller sygehus" NA "" "1" "1" "0" NA NA "s_209" "1" "Bekymringer pga. corona gør at jeg undgår nødvendig kontakt med læge eller sygehus" "48." "48" 115 "paar"
"s_209" "s_211" "Closed" "Single" "48. I hvor høj grad oplever du følgende som følge af corona-pandemien? Sæt ét kryds i hver linje - Mine bekymringer påvirker andre fx partner eller børn" NA "" "1" "1" "0" NA NA "s_209" "1" "Bekymringer pga. corona påvirker andre" "48." "48" 116 "paar"
"s_209" "s_212" "Closed" "Single" "48. I hvor høj grad oplever du følgende som følge af corona-pandemien? Sæt ét kryds i hver linje - Mine bekymringer påvirker min søvn og evnen til at fungere" NA "" "1" "1" "0" NA NA "s_209" "1" "Bekymringer pga. corona påvirker søvn og evnen til at fungere" "48." "48" 117 "paar"
"s_209" "s_213" "Closed" "Single" "48. I hvor høj grad oplever du følgende som følge af corona-pandemien? Sæt ét kryds i hver linje - E44 fx hjertebanken, åndenød, træthed, koncentrationsbesvær eller irritabilitet" NA "" "1" "1" "0" NA NA "s_209" "1" "Bekymringer pga. corona giver fysiske symptomer" "48." "48" 118 "paar"
"s_138" "s_138" "Closed" "Single" "49. Jeg ønsker at oplyse mit CPR-nummer" NA "" "0" "0" "0" NA NA "" NA "" "49." "49" 119 "paar"
"s_170" "s_170" "Open" "String" "49.1 Indtast venligst dit CPR-nummer: Angiv CPR-nummerets 10 tal uden mellemrum eller bindestreg." NA "" "0" "0" "0" NA NA "" NA "" "49.1" "49" 120 "paar"
"s_134" "s_134" "Closed" "Single" "50.1 Er du..." NA "" "0" "1" "0" NA NA "" NA "" "50.1" "50" 121 "paar"
"s_135" "s_135" "Closed" "Single" "50.2 Hvilken skoleuddannelse har du?" NA "" "0" "1" "0" NA NA "" NA "" "50.2" "50" 122 "paar"
"s_136" "s_136" "Closed" "Single" "50.3 Har du fuldført en uddannelse udover en skole- eller ungdomsuddannelse?" NA "" "0" "1" "0" NA NA "" NA "" "50.3" "50" 123 "paar"
"s_137" "s_137" "Closed" "Single" "50.4 I hvilken region bor du?" NA "" "0" "1" "0" NA NA "" NA "" "50.4" "50" 124 "paar"
"cpr" "cpr" "Open" "String" "cpr" NA "" "0" "0" "0" NA NA "" NA "" NA "" 125 "paar"
"lobnr" "lobnr" "Open" "Double" "LOBNR" NA "" "0" "0" NA NA NA "" NA "" NA "" 126 "paar"
"statoverall" "stato_1" "Closed" "Multiple" "Samlet status" "1" "Ny" "0" "0" NA NA NA "" NA "" NA "" 127 "paar"
"statoverall" "stato_2" "Closed" "Multiple" "Samlet status" "2" "Distribueret" "0" "0" NA NA NA "" NA "" NA "" 128 "paar"
"statoverall" "stato_3" "Closed" "Multiple" "Samlet status" "3" "Nogen svar" "0" "0" NA NA NA "" NA "" NA "" 129 "paar"
"statoverall" "stato_4" "Closed" "Multiple" "Samlet status" "4" "Gennemført" "0" "0" NA NA NA "" NA "" NA "" 130 "paar"
"statoverall" "stato_5" "Closed" "Multiple" "Samlet status" "5" "Frafaldet" "0" "0" NA NA NA "" NA "" NA "" 131 "paar"
"age_10" "" "" "" "Hvor gammel er du?" NA "" "1" NA NA NA NA "" NA "" NA "" 132 "paar"
"t_ils_hi_score" "t_ils_hi_score" NA NA "t_ils_hi_score" NA NA "1" "1" "1" NA NA NA NA "t_ils_hi_score" "51." NA 133 "paar"
"hads_anxiety" "hads_anxiety" NA NA "hads_anxiety" NA NA "1" "1" "1" NA NA NA NA "hads_anxiety" "52." NA 134 "paar"
"hads_depression" "hads_depression" NA NA "hads_depression" NA NA "1" "1" "1" NA NA NA NA "hads_depression" "53." NA 135 "paar"
"who5" "who5" NA NA "who5" NA NA "1" "1" "1" NA NA NA NA "who5" "54." NA 136 "paar"
"s_1" "s_1_1" NA NA "s_1_1" NA NA "1" "1" "0" NA NA NA NA "s_1_1" "55." NA 137 "paar"
"s_1" "s_1_2" NA NA "s_1_2" NA NA "1" "1" "0" NA NA NA NA "s_1_2" "56." NA 138 "paar"
"s_1" "s_1_3" NA NA "s_1_3" NA NA "1" "1" "0" NA NA NA NA "s_1_3" "57." NA 139 "paar"
"s_1" "s_1_4" NA NA "s_1_4" NA NA "1" "1" "0" NA NA NA NA "s_1_4" "58." NA 140 "paar"
"s_1" "s_1_5" NA NA "s_1_5" NA NA "1" "1" "0" NA NA NA NA "s_1_5" "59." NA 141 "paar"
