"strat_level" "count" "percent" "strat" "item" "response" "mean" "patient_data" "Kon" "Alder"
NA 1360.77401117208 14.5428450483284 "non_stratified" "s_262" "Magnesium" NA TRUE NA NA
NA 2192.05708045422 23.4269218815242 "non_stratified" "s_262" "Multivitaminer" NA TRUE NA NA
NA 20.5609160501138 0.219738335471986 "non_stratified" "s_262" "Perikon/perikum/St. Johns Wort" NA TRUE NA NA
NA 273.605057619052 2.92406815880145 "non_stratified" "s_262" "Q10" NA TRUE NA NA
NA 70.6222127369554 0.754752727764833 "non_stratified" "s_262" "Røde gærris" NA TRUE NA NA
NA 1075.45392062075 11.4935761528347 "non_stratified" "s_262" "Andet - skriv venligst:" NA TRUE NA NA
NA 2721.72826515944 29.0876163851602 "non_stratified" "s_262" "Jeg tager ingen af ovenstående produkter" NA TRUE NA NA
NA 2641.80356002856 44.1764554400608 "non_stratified" "s_263" "For min sundhed - fx fordi jeg gerne vil undgå, at sygdommen udvikler sig" NA TRUE NA NA
NA 372.236426111679 6.22456799593089 "non_stratified" "s_263" "For at få mindre lægeordineret medicin" NA TRUE NA NA
NA 1592.23571149123 26.6254959388447 "non_stratified" "s_263" "Som supplement til den øvrige behandling" NA TRUE NA NA
NA 1038.96574888271 17.3736703226981 "non_stratified" "s_263" "Som behandling eller lindring af anden sygdom fx gigt eller smerter" NA TRUE NA NA
NA 455.777519005686 7.62154899159817 "non_stratified" "s_263" "Fordi kosttilskud og naturlægemidler ikke har bivirkninger" NA TRUE NA NA
NA 1534.74439550292 25.6641214455343 "non_stratified" "s_263" "Fordi jeg har fået det anbefalet af en læge, tandlæge eller sygeplejerske" NA TRUE NA NA
NA 798.822565347665 13.3579763448478 "non_stratified" "s_263" "Fordi jeg har fået det anbefalet af familie, ven/veninde, kollega, nabo, en anden hjertepatient e.a." NA TRUE NA NA
NA 625.376363124451 10.457594749602 "non_stratified" "s_263" "Andet" NA TRUE NA NA
NA 572.44050026639 9.57239691653339 "non_stratified" "s_264" "Hvilken virkning du gerne vil opnå med kosttilskuddene/naturlægemidlerne" NA TRUE NA NA
NA 827.830522227794 13.8430497749511 "non_stratified" "s_264" "Hvilke produkter og hvilken dosis, du med fordel kunne tage" NA TRUE NA NA
NA 376.106331255898 6.28928086661799 "non_stratified" "s_264" "Hvordan produkterne påvirker den lægeordinerede medicin, du eventuelt får" NA TRUE NA NA
NA 233.378472885124 3.90257393247197 "non_stratified" "s_264" "Hvordan du skal forholde dig i tilfælde af operation" NA TRUE NA NA
NA 59.3411094363843 0.992306890809043 "non_stratified" "s_264" "Hvordan du indberetter eventuelle bivirkninger eller allergiske reaktioner" NA TRUE NA NA
NA 4365.34859155195 72.9977165800102 "non_stratified" "s_264" "Nej, jeg har ikke talt med egen læge eller hjertelægen om kosttilskud/naturlægemidler" NA TRUE NA NA
NA 346.648408339182 3.98443570880152 "non_stratified" "s_130" "Dårligt" NA TRUE NA NA
NA 498.899887006561 5.73444007555046 "non_stratified" "s_130" "Fremragende" NA TRUE NA NA
NA 3959.17058539294 45.5073794605194 "non_stratified" "s_130" "Godt" NA TRUE NA NA
NA 1751.29390908635 20.129669775211 "non_stratified" "s_130" "Mindre godt" NA TRUE NA NA
NA 2144.04999631667 24.6440749799176 "non_stratified" "s_130" "Vældig godt" NA TRUE NA NA
NA 808.803722167336 9.31307517419925 "non_stratified" "s_132" "Aldrig" NA TRUE NA NA
NA 616.563628428939 7.09950172564581 "non_stratified" "s_132" "Altid" NA TRUE NA NA
NA 2249.70671736865 25.904539265239 "non_stratified" "s_132" "Ofte" NA TRUE NA NA
NA 2224.34102179404 25.6124626794647 "non_stratified" "s_132" "Sjældent" NA TRUE NA NA
NA 2785.18915791242 32.0704211554512 "non_stratified" "s_132" "Sommetider" NA TRUE NA NA
NA 686.208308797294 7.91194626308411 "non_stratified" "s_133" "Aldrig" NA TRUE NA NA
NA 621.867620416527 7.17010145812875 "non_stratified" "s_133" "Altid" NA TRUE NA NA
NA 2167.7010662183 24.9934810326169 "non_stratified" "s_133" "Ofte" NA TRUE NA NA
NA 2415.67509301493 27.8526087195058 "non_stratified" "s_133" "Sjældent" NA TRUE NA NA
NA 2781.61375375961 32.0718625266644 "non_stratified" "s_133" "Sommetider" NA TRUE NA NA
NA 328.186990505346 3.77454122441805 "non_stratified" "s_134" "Aldrig" NA TRUE NA NA
NA 834.981388644914 9.6032803378619 "non_stratified" "s_134" "Altid" NA TRUE NA NA
NA 2593.0078885307 29.8226786973778 "non_stratified" "s_134" "Ofte" NA TRUE NA NA
NA 1555.54290614713 17.8905958964506 "non_stratified" "s_134" "Sjældent" NA TRUE NA NA
NA 3383.03261169374 38.9089038438916 "non_stratified" "s_134" "Sommetider" NA TRUE NA NA
NA 5017.22296354645 57.5324670783856 "non_stratified" "s_266" "I høj grad" NA TRUE NA NA
NA 591.695217022964 6.78496567546389 "non_stratified" "s_266" "I mindre grad" NA TRUE NA NA
NA 1959.251299906 22.4667234701583 "non_stratified" "s_266" "I nogen grad" NA TRUE NA NA
NA 913.173984483093 10.4713608665252 "non_stratified" "s_266" "Slet ikke" NA TRUE NA NA
NA 239.337601456898 2.74448290946703 "non_stratified" "s_266" "Ved ikke" NA TRUE NA NA
NA 1490.0003683806 17.0990162986053 "non_stratified" "s_267" "Ja" NA TRUE NA NA
NA 6859.09558174713 78.7139316438258 "non_stratified" "s_267" "Nej" NA TRUE NA NA
NA 364.85777890715 4.18705205756882 "non_stratified" "s_267" "Ved ikke" NA TRUE NA NA
NA 8231.74820102201 94.7582847061766 "non_stratified" "t_ils_hi_score" "T-ILS score <7" NA TRUE NA NA
NA 455.35311845285 5.24171529382342 "non_stratified" "t_ils_hi_score" "T-ILS score >=7" NA TRUE NA NA
NA 7098.11740297716 83.0482277913831 "non_stratified" "hads_anxiety" "HADS anxiety 0 - 7" NA TRUE NA NA
NA 924.437546776207 10.8159524004741 "non_stratified" "hads_anxiety" "HADS anxiety 8 - 10" NA TRUE NA NA
NA 524.427438368885 6.13581980814284 "non_stratified" "hads_anxiety" "HADS anxiety >=11" NA TRUE NA NA
NA 7247.22606324198 84.7093611133511 "non_stratified" "hads_depression" "HADS depression 0 - 7" NA TRUE NA NA
NA 861.805042997497 10.0732271850679 "non_stratified" "hads_depression" "HADS depression 8 - 10" NA TRUE NA NA
NA 446.37052587098 5.21741170158097 "non_stratified" "hads_depression" "HADS depression >=11" NA TRUE NA NA
NA 2293.28811960933 26.4822070638155 "non_stratified" "who5" "WHO-1 <50" NA TRUE NA NA
NA 6366.44373009293 73.5177929361845 "non_stratified" "who5" "WHO-1 >=50" NA TRUE NA NA
NA NA NA "non_stratified" "hq_score_physical" NA 2.11462519473344 TRUE NA NA
NA NA NA "non_stratified" "hq_score_emotional" NA 2.34661299844922 TRUE NA NA
NA 7 0.57660626029654 "non_stratified" "s_3" "Jeg er anden familie" NA FALSE NA NA
NA 10 0.823723228995058 "non_stratified" "s_3" "Jeg er bror/søster" NA FALSE NA NA
NA 7 0.57660626029654 "non_stratified" "s_3" "Jeg er forælder" NA FALSE NA NA
NA 142 11.6968698517298 "non_stratified" "s_3" "Jeg er søn/datter" NA FALSE NA NA
NA 1035 85.2553542009885 "non_stratified" "s_3" "Jeg er ægtefælle eller partner" NA FALSE NA NA
NA 13 1.07084019769358 "non_stratified" "s_3" "Jeg har en anden relation til den hjertesyge (fx nabo, ven/veninde, kollega e.l.)" NA FALSE NA NA
NA 95 7.996632996633 "non_stratified" "s_114" "I høj grad" NA FALSE NA NA
NA 371 31.2289562289562 "non_stratified" "s_114" "I mindre grad" NA FALSE NA NA
NA 311 26.1784511784512 "non_stratified" "s_114" "I nogen grad" NA FALSE NA NA
NA 389 32.7441077441077 "non_stratified" "s_114" "Slet ikke" NA FALSE NA NA
NA 22 1.85185185185185 "non_stratified" "s_114" "Ved ikke/ikke relevant" NA FALSE NA NA
NA 890 72.3577235772358 "non_stratified" "s_171" "I høj grad" NA FALSE NA NA
NA 61 4.95934959349593 "non_stratified" "s_171" "I mindre grad" NA FALSE NA NA
NA 171 13.9024390243902 "non_stratified" "s_171" "I nogen grad" NA FALSE NA NA
NA 78 6.34146341463415 "non_stratified" "s_171" "Ikke relevant - fx. fordi jeg ingen rolle havde i behandlingsforløbet" NA FALSE NA NA
NA 14 1.13821138211382 "non_stratified" "s_171" "Slet ikke" NA FALSE NA NA
NA 16 1.30081300813008 "non_stratified" "s_171" "Ved ikke" NA FALSE NA NA
NA 8 30.7692307692308 "non_stratified" "s_109" "Den hjertesyge forventede eller ønskede, at jeg påtog mig en større rolle, end jeg selv ønskede" NA FALSE NA NA
NA 18 69.2307692307692 "non_stratified" "s_109" "Jeg ønskede en større rolle, end den hjertesyge tillod" NA FALSE NA NA
NA 58 4.72312703583062 "non_stratified" "s_204" "I høj grad" NA FALSE NA NA
NA 236 19.2182410423453 "non_stratified" "s_204" "I mindre grad" NA FALSE NA NA
NA 214 17.4267100977199 "non_stratified" "s_204" "I nogen grad" NA FALSE NA NA
NA 638 51.9543973941368 "non_stratified" "s_204" "Slet ikke" NA FALSE NA NA
NA 82 6.67752442996743 "non_stratified" "s_204" "Ved ikke" NA FALSE NA NA
NA 150 12.214983713355 "non_stratified" "s_205" "I høj grad" NA FALSE NA NA
NA 229 18.6482084690554 "non_stratified" "s_205" "I mindre grad" NA FALSE NA NA
NA 243 19.7882736156352 "non_stratified" "s_205" "I nogen grad" NA FALSE NA NA
NA 540 43.9739413680782 "non_stratified" "s_205" "Slet ikke" NA FALSE NA NA
NA 66 5.37459283387622 "non_stratified" "s_205" "Ved ikke" NA FALSE NA NA
NA 296 24.1238793806031 "non_stratified" "s_206" "I høj grad" NA FALSE NA NA
NA 198 16.1369193154034 "non_stratified" "s_206" "I mindre grad" NA FALSE NA NA
NA 254 20.7008964955175 "non_stratified" "s_206" "I nogen grad" NA FALSE NA NA
NA 326 26.5688671556642 "non_stratified" "s_206" "Ikke relevant - jeg havde ikke behov for hjælp og støtte" NA FALSE NA NA
NA 129 10.5134474327628 "non_stratified" "s_206" "Slet ikke" NA FALSE NA NA
NA 24 1.9559902200489 "non_stratified" "s_206" "Ved ikke" NA FALSE NA NA
NA 476 38.7622149837134 "non_stratified" "s_50" "I høj grad" NA FALSE NA NA
NA 135 10.9934853420195 "non_stratified" "s_50" "I mindre grad" NA FALSE NA NA
NA 381 31.0260586319218 "non_stratified" "s_50" "I nogen grad" NA FALSE NA NA
NA 127 10.3420195439739 "non_stratified" "s_50" "Ikke relevant - jeg var ikke med på sygehuset, hos egen læge eller i kommunen" NA FALSE NA NA
NA 83 6.75895765472313 "non_stratified" "s_50" "Slet ikke" NA FALSE NA NA
NA 26 2.11726384364821 "non_stratified" "s_50" "Ved ikke" NA FALSE NA NA
NA 340 27.7324632952692 "non_stratified" "s_164" "I høj grad" NA FALSE NA NA
NA 139 11.3376835236542 "non_stratified" "s_164" "I mindre grad" NA FALSE NA NA
NA 321 26.1827079934747 "non_stratified" "s_164" "I nogen grad" NA FALSE NA NA
NA 214 17.4551386623165 "non_stratified" "s_164" "Ikke relevant - jeg havde ikke behov for hjælp" NA FALSE NA NA
NA 150 12.2349102773246 "non_stratified" "s_164" "Slet ikke" NA FALSE NA NA
NA 62 5.05709624796085 "non_stratified" "s_164" "Ved ikke" NA FALSE NA NA
NA 213 17.373572593801 "non_stratified" "s_165" "I høj grad" NA FALSE NA NA
NA 175 14.2740619902121 "non_stratified" "s_165" "I mindre grad" NA FALSE NA NA
NA 228 18.5970636215334 "non_stratified" "s_165" "I nogen grad" NA FALSE NA NA
NA 270 22.0228384991843 "non_stratified" "s_165" "Ikke relevant - jeg havde ikke behov for hjælp" NA FALSE NA NA
NA 263 21.4518760195759 "non_stratified" "s_165" "Slet ikke" NA FALSE NA NA
NA 77 6.28058727569331 "non_stratified" "s_165" "Ved ikke" NA FALSE NA NA
NA 156 12.693246541904 "non_stratified" "s_51" "I høj grad" NA FALSE NA NA
NA 248 20.1790073230269 "non_stratified" "s_51" "I mindre grad" NA FALSE NA NA
NA 248 20.1790073230269 "non_stratified" "s_51" "I nogen grad" NA FALSE NA NA
NA 120 9.76403580146461 "non_stratified" "s_51" "Ikke relevant - jeg var ikke med på sygehuset" NA FALSE NA NA
NA 372 30.2685109845403 "non_stratified" "s_51" "Slet ikke" NA FALSE NA NA
NA 85 6.91619202603743 "non_stratified" "s_51" "Ved ikke" NA FALSE NA NA
NA 245 19.9349064279902 "non_stratified" "s_52" "I høj grad" NA FALSE NA NA
NA 165 13.4255492270138 "non_stratified" "s_52" "I mindre grad" NA FALSE NA NA
NA 248 20.1790073230269 "non_stratified" "s_52" "I nogen grad" NA FALSE NA NA
NA 158 12.8559804719284 "non_stratified" "s_52" "Ikke relevant - jeg var ikke med på sygehuset" NA FALSE NA NA
NA 320 26.0374288039056 "non_stratified" "s_52" "Slet ikke" NA FALSE NA NA
NA 93 7.56712774613507 "non_stratified" "s_52" "Ved ikke" NA FALSE NA NA
NA 500 40.650406504065 "non_stratified" "s_53" "I høj grad" NA FALSE NA NA
NA 229 18.6178861788618 "non_stratified" "s_53" "I meget høj grad" NA FALSE NA NA
NA 41 3.33333333333333 "non_stratified" "s_53" "I mindre grad" NA FALSE NA NA
NA 225 18.2926829268293 "non_stratified" "s_53" "I nogen grad" NA FALSE NA NA
NA 148 12.0325203252033 "non_stratified" "s_53" "Ikke relevant - jeg var ikke med på sygehuset" NA FALSE NA NA
NA 24 1.95121951219512 "non_stratified" "s_53" "Slet ikke" NA FALSE NA NA
NA 63 5.1219512195122 "non_stratified" "s_53" "Ved ikke" NA FALSE NA NA
NA 168 13.6585365853659 "non_stratified" "s_54" "I høj grad" NA FALSE NA NA
NA 94 7.64227642276423 "non_stratified" "s_54" "I meget høj grad" NA FALSE NA NA
NA 181 14.7154471544715 "non_stratified" "s_54" "I mindre grad" NA FALSE NA NA
NA 210 17.0731707317073 "non_stratified" "s_54" "I nogen grad" NA FALSE NA NA
NA 146 11.869918699187 "non_stratified" "s_54" "Ikke relevant - jeg var ikke med på sygehuset" NA FALSE NA NA
NA 370 30.0813008130081 "non_stratified" "s_54" "Slet ikke" NA FALSE NA NA
NA 61 4.95934959349593 "non_stratified" "s_54" "Ved ikke" NA FALSE NA NA
NA 73 5.93978844589097 "non_stratified" "s_172" "Altid/så godt som altid" NA FALSE NA NA
NA 121 9.84540276647681 "non_stratified" "s_172" "For det meste" NA FALSE NA NA
NA 162 13.1814483319772 "non_stratified" "s_172" "Kun nogle gange" NA FALSE NA NA
NA 598 48.6574450772986 "non_stratified" "s_172" "Sjældent/aldrig" NA FALSE NA NA
NA 275 22.3759153783564 "non_stratified" "s_172" "Ved ikke/ikke relevant" NA FALSE NA NA
NA 197 16.0292921074044 "non_stratified" "s_173" "Altid/så godt som altid" NA FALSE NA NA
NA 303 24.6541903986981 "non_stratified" "s_173" "For det meste" NA FALSE NA NA
NA 162 13.1814483319772 "non_stratified" "s_173" "Kun nogle gange" NA FALSE NA NA
NA 282 22.9454841334418 "non_stratified" "s_173" "Sjældent/aldrig" NA FALSE NA NA
NA 285 23.1895850284784 "non_stratified" "s_173" "Ved ikke/ikke relevant" NA FALSE NA NA
NA 40 9.54653937947494 "non_stratified" "s_123" "Mere end jeg havde lyst til" NA FALSE NA NA
NA 379 90.4534606205251 "non_stratified" "s_123" "Mindre end jeg havde lyst til" NA FALSE NA NA
NA 146 11.869918699187 "non_stratified" "s_58" "Altid/så godt som altid" NA FALSE NA NA
NA 130 10.5691056910569 "non_stratified" "s_58" "For det meste" NA FALSE NA NA
NA 91 7.39837398373984 "non_stratified" "s_58" "Kun nogle gange" NA FALSE NA NA
NA 369 30 "non_stratified" "s_58" "Sjældent/aldrig" NA FALSE NA NA
NA 494 40.1626016260163 "non_stratified" "s_58" "Ved ikke/ikke relevant - fx fordi jeg ikke havde behov for støtte fra egen læge" NA FALSE NA NA
NA 163 13.3278822567457 "non_stratified" "s_92" "I høj grad" NA FALSE NA NA
NA 216 17.6614881439084 "non_stratified" "s_92" "I mindre grad" NA FALSE NA NA
NA 193 15.7808667211774 "non_stratified" "s_92" "I nogen grad" NA FALSE NA NA
NA 505 41.2919051512674 "non_stratified" "s_92" "Slet ikke" NA FALSE NA NA
NA 146 11.9378577269011 "non_stratified" "s_92" "Ved ikke" NA FALSE NA NA
NA 543 44.3990188062142 "non_stratified" "s_19" "Ja" NA FALSE NA NA
NA 680 55.6009811937858 "non_stratified" "s_19" "Nej" NA FALSE NA NA
NA 5 0.924214417744917 "non_stratified" "s_20" "Ja, jeg er blevet fyret" NA FALSE NA NA
NA 14 2.58780036968577 "non_stratified" "s_20" "Ja, jeg har måttet stoppe med at arbejde i en periode" NA FALSE NA NA
NA 11 2.03327171903882 "non_stratified" "s_20" "Ja, jeg er holdt op med at arbejde" NA FALSE NA NA
NA 12 2.2181146025878 "non_stratified" "s_20" "Ja, jeg har skiftet arbejde/karrierevej" NA FALSE NA NA
NA 16 2.95748613678373 "non_stratified" "s_20" "Ja, jeg har fået færre arbejdstimer om ugen" NA FALSE NA NA
NA 0 0 "non_stratified" "s_20" "Ja, jeg har fået andre andre arbejdsopgaver end tidligere." NA FALSE NA NA
NA 429 79.2975970425139 "non_stratified" "s_20" "Nej, min arbejdssituation er den samme" NA FALSE NA NA
NA 63 11.645101663586 "non_stratified" "s_20" "Andet" NA FALSE NA NA
NA 259 47.7859778597786 "non_stratified" "s_22" "Altid/så godt som altid" NA FALSE NA NA
NA 94 17.3431734317343 "non_stratified" "s_22" "For det meste" NA FALSE NA NA
NA 35 6.45756457564576 "non_stratified" "s_22" "Kun nogle gange" NA FALSE NA NA
NA 22 4.0590405904059 "non_stratified" "s_22" "Sjældent/aldrig" NA FALSE NA NA
NA 132 24.3542435424354 "non_stratified" "s_22" "Ved ikke/ikke relevant" NA FALSE NA NA
NA 132 10.7317073170732 "non_stratified" "s_23" "Jeg brugte opsparede feriedage eller feriefridage" NA FALSE NA NA
NA 163 13.2520325203252 "non_stratified" "s_23" "Jeg arbejdede mere på andre tidspunkter eller brugte opsparet afspadsering" NA FALSE NA NA
NA 70 5.69105691056911 "non_stratified" "s_23" "Jeg holdt fri/orlov med fuld løn" NA FALSE NA NA
NA 21 1.70731707317073 "non_stratified" "s_23" "Jeg holdt fri/orlov med lønnedgang" NA FALSE NA NA
NA 37 3.00813008130081 "non_stratified" "s_23" "Jeg byttede vagt med en anden" NA FALSE NA NA
NA 55 4.47154471544715 "non_stratified" "s_23" "Andet - skriv venligst:" NA FALSE NA NA
NA 21 3.8961038961039 "non_stratified" "s_112" "Ja, flere gange" NA FALSE NA NA
NA 8 1.48423005565863 "non_stratified" "s_112" "Ja, jeg har været langtidssygemeldt (mere end 30 dage)" NA FALSE NA NA
NA 51 9.46196660482375 "non_stratified" "s_112" "Ja, én enkelt gang" NA FALSE NA NA
NA 459 85.1576994434137 "non_stratified" "s_112" "Nej, aldrig" NA FALSE NA NA
NA 8 1.48148148148148 "non_stratified" "s_25" "I høj grad" NA FALSE NA NA
NA 53 9.81481481481481 "non_stratified" "s_25" "I mindre grad" NA FALSE NA NA
NA 18 3.33333333333333 "non_stratified" "s_25" "I nogen grad" NA FALSE NA NA
NA 444 82.2222222222222 "non_stratified" "s_25" "Slet ikke" NA FALSE NA NA
NA 17 3.14814814814815 "non_stratified" "s_25" "Ved ikke" NA FALSE NA NA
NA 128 10.8108108108108 "non_stratified" "s_27" "Ja" NA FALSE NA NA
NA 1056 89.1891891891892 "non_stratified" "s_27" "Nej" NA FALSE NA NA
NA 39 3.21252059308072 "non_stratified" "s_26" "I høj grad" NA FALSE NA NA
NA 135 11.1202635914333 "non_stratified" "s_26" "I mindre grad" NA FALSE NA NA
NA 69 5.6836902800659 "non_stratified" "s_26" "I nogen grad" NA FALSE NA NA
NA 842 69.3574958813839 "non_stratified" "s_26" "Slet ikke" NA FALSE NA NA
NA 129 10.6260296540362 "non_stratified" "s_26" "Ved ikke/ikke relevant" NA FALSE NA NA
NA 20 1.6366612111293 "non_stratified" "s_207" "Dårligt" NA FALSE NA NA
NA 112 9.16530278232406 "non_stratified" "s_207" "Fremragende" NA FALSE NA NA
NA 518 42.3895253682488 "non_stratified" "s_207" "Godt" NA FALSE NA NA
NA 195 15.9574468085106 "non_stratified" "s_207" "Mindre godt" NA FALSE NA NA
NA 377 30.8510638297872 "non_stratified" "s_207" "Vældig godt" NA FALSE NA NA
NA 134 10.9926168990976 "non_stratified" "s_61" "Aldrig" NA FALSE NA NA
NA 51 4.18375717801477 "non_stratified" "s_61" "Altid" NA FALSE NA NA
NA 297 24.3642329778507 "non_stratified" "s_61" "Ofte" NA FALSE NA NA
NA 336 27.5635767022149 "non_stratified" "s_61" "Sjældent" NA FALSE NA NA
NA 401 32.895816242822 "non_stratified" "s_61" "Sommetider" NA FALSE NA NA
NA 121 9.93431855500821 "non_stratified" "s_62" "Aldrig" NA FALSE NA NA
NA 53 4.35139573070608 "non_stratified" "s_62" "Altid" NA FALSE NA NA
NA 276 22.6600985221675 "non_stratified" "s_62" "Ofte" NA FALSE NA NA
NA 358 29.3924466338259 "non_stratified" "s_62" "Sjældent" NA FALSE NA NA
NA 410 33.6617405582923 "non_stratified" "s_62" "Sommetider" NA FALSE NA NA
NA 75 6.14250614250614 "non_stratified" "s_63" "Aldrig" NA FALSE NA NA
NA 65 5.32350532350532 "non_stratified" "s_63" "Altid" NA FALSE NA NA
NA 304 24.8976248976249 "non_stratified" "s_63" "Ofte" NA FALSE NA NA
NA 313 25.6347256347256 "non_stratified" "s_63" "Sjældent" NA FALSE NA NA
NA 464 38.001638001638 "non_stratified" "s_63" "Sommetider" NA FALSE NA NA
NA 82 7.93036750483559 "non_stratified" "s_47" "I høj grad" NA FALSE NA NA
NA 167 16.1508704061896 "non_stratified" "s_47" "I mindre grad" NA FALSE NA NA
NA 170 16.4410058027079 "non_stratified" "s_47" "I nogen grad" NA FALSE NA NA
NA 503 48.6460348162476 "non_stratified" "s_47" "Slet ikke" NA FALSE NA NA
NA 112 10.8317214700193 "non_stratified" "s_47" "Ved ikke" NA FALSE NA NA
NA 159 15.3920619554695 "non_stratified" "s_48" "I høj grad" NA FALSE NA NA
NA 169 16.3601161665053 "non_stratified" "s_48" "I mindre grad" NA FALSE NA NA
NA 170 16.4569215876089 "non_stratified" "s_48" "I nogen grad" NA FALSE NA NA
NA 358 34.6563407550823 "non_stratified" "s_48" "Slet ikke" NA FALSE NA NA
NA 177 17.134559535334 "non_stratified" "s_48" "Ved ikke" NA FALSE NA NA
NA 47 4.54545454545455 "non_stratified" "s_49" "I høj grad" NA FALSE NA NA
NA 167 16.1508704061896 "non_stratified" "s_49" "I mindre grad" NA FALSE NA NA
NA 120 11.605415860735 "non_stratified" "s_49" "I nogen grad" NA FALSE NA NA
NA 493 47.678916827853 "non_stratified" "s_49" "Slet ikke" NA FALSE NA NA
NA 207 20.0193423597679 "non_stratified" "s_49" "Ved ikke" NA FALSE NA NA
NA 484 39.4779771615008 "non_stratified" "s_208" "I høj grad" NA FALSE NA NA
NA 109 8.89070146818923 "non_stratified" "s_208" "I mindre grad" NA FALSE NA NA
NA 297 24.2251223491028 "non_stratified" "s_208" "I nogen grad" NA FALSE NA NA
NA 274 22.3491027732463 "non_stratified" "s_208" "Slet ikke" NA FALSE NA NA
NA 62 5.05709624796085 "non_stratified" "s_208" "Ved ikke" NA FALSE NA NA
NA 1155 95.771144278607 "non_stratified" "t_ils_hi_score" "T-ILS score <7" NA FALSE NA NA
NA 51 4.22885572139304 "non_stratified" "t_ils_hi_score" "T-ILS score >=7" NA FALSE NA NA
NA 945 78.1637717121588 "non_stratified" "hads_anxiety" "HADS anxiety 0 - 7" NA FALSE NA NA
NA 168 13.8957816377171 "non_stratified" "hads_anxiety" "HADS anxiety 8 - 10" NA FALSE NA NA
NA 96 7.94044665012407 "non_stratified" "hads_anxiety" "HADS anxiety >=11" NA FALSE NA NA
NA 1080 89.1089108910891 "non_stratified" "hads_depression" "HADS depression 0 - 7" NA FALSE NA NA
NA 93 7.67326732673267 "non_stratified" "hads_depression" "HADS depression 8 - 10" NA FALSE NA NA
NA 39 3.21782178217822 "non_stratified" "hads_depression" "HADS depression >=11" NA FALSE NA NA
NA 727 61.767204757859 "non_stratified" "who5" "WHO-1 <50" NA FALSE NA NA
NA 450 38.232795242141 "non_stratified" "who5" "WHO-1 >=50" NA FALSE NA NA
NA 389 34.273127753304 "non_stratified" "s_1" "Iskæmisk hjertesygdom" NA FALSE NA NA
NA 208 18.3259911894273 "non_stratified" "s_1" "Hjertesvigt" NA FALSE NA NA
NA 462 40.704845814978 "non_stratified" "s_1" "Atrieflimren" NA FALSE NA NA
NA 259 22.8193832599119 "non_stratified" "s_1" "Hjerteklapsygdom" NA FALSE NA NA
NA 115 10.1321585903084 "non_stratified" "s_1" "Anden" NA FALSE NA NA
NA 915.824995901134 10.3425970244366 "converted_binary" "s_52" "Undersøgelser og behandlingsforløb" NA TRUE NA NA
NA 2415.39183171921 27.3226125019145 "converted_binary" "s_52" "Betydning for din fremtid" NA TRUE NA NA
NA 2533.41346209135 28.6726271740903 "converted_binary" "s_52" "Dine fysiske symptomer/reaktioner" NA TRUE NA NA
NA 4260.36016659339 48.1924040799282 "converted_binary" "s_52" "Dine følelsesmæssige reaktioner" NA TRUE NA NA
NA 4682.01757336602 52.9898402380568 "converted_binary" "s_52" "Pårørendes følelsesmæssige reaktioner" NA TRUE NA NA
NA 4781.47516591509 54.0797250972565 "converted_binary" "s_52" "Betydning for dit forhold til familie, venner m.fl." NA TRUE NA NA
NA 5298.65661166429 60.3707072662736 "converted_binary" "s_52" "Betydning for dit sex- og samliv" NA TRUE NA NA
NA 2132.25413738089 24.2187393818325 "converted_binary" "s_52" "Hvad du selv kan gøre for at få det bedre" NA TRUE NA NA
NA 1823.87293590757 20.7006133318388 "converted_binary" "s_52" "Hvor du skal henvende dig i tilfælde af forværring" NA TRUE NA NA
NA 3514.05726105876 39.9353195223893 "converted_binary" "s_52" "Hvad du kan holde til rent fysisk" NA TRUE NA NA
NA 3435.41780279251 38.9863046701371 "converted_binary" "s_52" "Mulige årsager til din hjertesygdom" NA TRUE NA NA
NA 978.430121606723 11.5052591847369 "converted_binary" "s_168" "Hvorfor du fik/får medicin" NA TRUE NA NA
NA 3891.46528788362 45.8458379415545 "converted_binary" "s_168" "Mulige bivirkninger af medicin" NA TRUE NA NA
NA 1987.79951236225 23.4058002974566 "converted_binary" "s_168" "Hvor lang tid du skal/skulle tage medicin" NA TRUE NA NA
NA 2851.87820118929 32.5306057946959 "converted_binary" "s_28" "Fysisk træning" NA TRUE NA NA
NA 3846.77894375133 43.9396594063197 "converted_binary" "s_28" "Rådgivning om kost" NA TRUE NA NA
NA 5962.97884351744 68.1002437052277 "converted_binary" "s_28" "Psykisk støtte" NA TRUE NA NA
NA 4842.72573560291 55.2969120715192 "converted_binary" "s_28" "Undervisning i din sygdom" NA TRUE NA NA
NA 6198.22145725519 70.7551883722052 "converted_binary" "s_28" "Rådgivning om sex og samliv" NA TRUE NA NA
NA 4439.04879766052 50.7093606508519 "converted_binary" "s_28" "Individuel samtale om medicin" NA TRUE NA NA
NA 4694.21059562483 53.6625059910296 "converted_binary" "s_28" "Rådgivning om arbejdsmarkedstilknytning" NA TRUE NA NA
NA 5928.20639070209 67.7725500489509 "converted_binary" "s_28" "Undervisning i de psykiske reaktioner på sygdommen" NA TRUE NA NA
NA 447.221354092283 10.1808373675915 "converted_binary" "s_219" "Fysisk træning" NA TRUE NA NA
NA 501.446676431747 15.0984930969533 "converted_binary" "s_219" "Rådgivning om kost" NA TRUE NA NA
NA 152.444685726552 22.7347159640842 "converted_binary" "s_219" "Psykisk støtte" NA TRUE NA NA
